Record_Date,Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Operating_Shift,Production_Level,Plant_Status,Final_pH,Final_COD_mgL,Final_BOD_mgL,Final_TDS_mgL,Final_TSS_mgL,Month,Quarter,Season,Compliance
2024-10-19,4.09,114927.0,56228.0,72440.0,21988.0,3.23,0.37,0.1,351.75,Night,High,Normal Operation,7.4,180.0,34.0,87.0,13.0,October,4,Short Rains,0
2024-10-20,4.35,125062.0,65711.0,91292.0,16644.0,2.91,0.35,0.12,428.49,Afternoon,Medium,Normal Operation,7.04,180.0,33.0,105.0,8.0,October,4,Short Rains,0
2024-10-21,4.26,115982.0,62844.0,73638.0,14155.0,2.5,0.39,0.09,368.97,Morning,High,Normal Operation,7.07,180.0,30.0,86.0,13.0,October,4,Short Rains,0
2024-10-22,4.08,113813.0,62039.0,96837.0,22972.0,2.92,0.36,0.13,397.09,Morning,Low,Normal Operation,7.17,40.0,8.0,80.0,11.0,October,4,Short Rains,1
2024-10-23,4.36,126029.0,63986.0,89150.0,17603.0,2.64,0.34,0.07,376.65,Night,Medium,Normal Operation,7.0,180.0,24.0,86.0,16.0,October,4,Short Rains,0
2024-10-24,4.26,111517.0,54165.0,93776.0,18775.0,3.88,0.3,0.12,325.0,Night,Medium,Normal Operation,7.09,180.0,31.0,81.0,12.0,October,4,Short Rains,0
2024-10-25,4.35,118209.0,62503.0,82225.0,22322.0,3.15,0.35,0.11,385.16,Afternoon,Medium,Normal Operation,7.17,180.0,30.0,88.0,15.0,October,4,Short Rains,0
2024-10-26,4.31,118860.0,56471.0,101515.0,14388.0,3.06,0.39,0.07,355.41,Afternoon,Medium,Normal Operation,7.14,180.0,28.0,84.0,12.0,October,4,Short Rains,0
2024-10-27,4.05,106983.0,54177.0,99376.0,20084.0,3.56,0.28,0.15,334.49,Afternoon,High,Normal Operation,7.21,180.0,34.0,92.0,13.0,October,4,Short Rains,0
2024-10-28,4.1,126905.0,61658.0,95252.0,15935.0,2.75,0.36,0.1,384.73,Morning,High,Normal Operation,7.16,180.0,30.0,101.0,7.0,October,4,Short Rains,0
2024-10-29,4.33,112900.0,58219.0,88834.0,17537.0,2.89,0.36,0.08,346.28,Night,Medium,Normal Operation,7.33,180.0,35.0,51.0,12.0,October,4,Short Rains,0
2024-10-30,4.31,105931.0,50216.0,95219.0,18253.0,3.23,0.31,0.07,288.16,Morning,Medium,Normal Operation,7.17,93.0,20.0,101.0,14.0,October,4,Short Rains,1
2024-10-31,4.2,121438.0,56974.0,83638.0,12749.0,3.61,0.31,0.1,317.4,Afternoon,Low,Normal Operation,7.28,123.0,19.0,134.0,10.0,October,4,Short Rains,0
2024-11-01,4.22,104218.0,56468.0,97700.0,15274.0,3.4,0.36,0.1,327.17,Morning,Low,Normal Operation,7.32,40.0,5.0,73.0,13.0,November,4,Short Rains,1
2024-11-02,4.43,115338.0,53076.0,104845.0,22729.0,3.3,0.28,0.1,338.25,Afternoon,Medium,Normal Operation,7.28,180.0,28.0,120.0,9.0,November,4,Short Rains,0
2024-11-03,4.09,114891.0,57514.0,99635.0,21102.0,3.23,0.37,0.09,384.14,Afternoon,Low,Normal Operation,7.13,180.0,25.0,100.0,8.0,November,4,Short Rains,0
2024-11-04,4.3,128031.0,60441.0,83434.0,17781.0,3.36,0.3,0.11,347.77,Afternoon,High,Normal Operation,7.24,180.0,18.0,96.0,9.0,November,4,Short Rains,0
2024-11-05,4.16,120696.0,54783.0,93253.0,18851.0,3.28,0.41,0.09,310.23,Morning,Medium,Normal Operation,7.28,134.0,20.0,61.0,16.0,November,4,Short Rains,0
2024-11-06,4.16,114700.0,52028.0,78362.0,16970.0,2.79,0.49,0.06,344.63,Afternoon,High,Normal Operation,7.0,180.0,27.0,102.0,8.0,November,4,Short Rains,0
2024-11-07,4.4,124813.0,58353.0,95152.0,22748.0,3.22,0.3,0.1,347.65,Morning,Medium,Maintenance,7.35,180.0,40.0,126.0,15.0,November,4,Short Rains,0
2024-11-08,4.35,131682.0,70671.0,94055.0,17299.0,2.77,0.38,0.05,489.56,Morning,High,Normal Operation,7.31,180.0,27.0,87.0,13.0,November,4,Short Rains,0
2024-11-09,4.35,121694.0,58200.0,73172.0,18811.0,3.23,0.31,0.11,382.46,Morning,Medium,Normal Operation,7.12,180.0,37.0,98.0,15.0,November,4,Short Rains,0
2024-11-10,4.43,115124.0,62748.0,79544.0,22011.0,3.01,0.41,0.08,375.87,Night,Medium,Normal Operation,7.19,180.0,29.0,119.0,9.0,November,4,Short Rains,0
2024-11-11,4.2,99258.0,50439.0,87452.0,15279.0,4.22,0.27,0.1,299.32,Afternoon,High,Normal Operation,7.43,180.0,29.0,93.0,7.0,November,4,Short Rains,0
2024-11-12,4.32,102219.0,50461.0,87292.0,23456.0,3.18,0.38,0.13,317.18,Afternoon,Medium,Normal Operation,7.13,180.0,32.0,77.0,14.0,November,4,Short Rains,0
2024-11-13,4.14,111337.0,56560.0,79115.0,12643.0,2.64,0.3,0.08,317.8,Afternoon,Low,Normal Operation,7.17,127.0,25.0,87.0,9.0,November,4,Short Rains,0
2024-11-14,4.26,107686.0,54023.0,93501.0,23704.0,3.15,0.34,0.12,306.66,Afternoon,Medium,Normal Operation,7.21,180.0,31.0,115.0,16.0,November,4,Short Rains,0
2024-11-15,4.18,112756.0,59296.0,92263.0,16696.0,3.41,0.29,0.09,341.77,Afternoon,High,Normal Operation,7.06,180.0,36.0,93.0,22.0,November,4,Short Rains,0
2024-11-16,4.22,115680.0,55324.0,88252.0,17151.0,3.87,0.4,0.14,368.57,Morning,High,Normal Operation,7.36,180.0,36.0,57.0,17.0,November,4,Short Rains,0
2024-11-17,4.31,121356.0,58895.0,83198.0,12000.0,2.96,0.3,0.09,369.32,Morning,Medium,Normal Operation,7.03,103.0,18.0,100.0,16.0,November,4,Short Rains,0
2024-11-18,4.05,114154.0,61576.0,99438.0,16408.0,2.57,0.38,0.08,339.64,Afternoon,Medium,Normal Operation,7.22,180.0,25.0,91.0,17.0,November,4,Short Rains,0
2024-11-19,4.58,120838.0,65814.0,104899.0,14361.0,3.53,0.33,0.11,428.47,Afternoon,High,Normal Operation,7.17,180.0,34.0,71.0,15.0,November,4,Short Rains,0
2024-11-20,4.02,115774.0,62432.0,85648.0,15873.0,2.65,0.34,0.09,383.05,Night,Low,Normal Operation,7.1,180.0,33.0,63.0,7.0,November,4,Short Rains,0
2024-11-21,3.98,91294.0,44912.0,84490.0,17519.0,3.03,0.36,0.08,281.43,Night,Medium,Normal Operation,7.34,180.0,35.0,105.0,10.0,November,4,Short Rains,0
2024-11-22,4.41,103728.0,54772.0,94421.0,21352.0,3.1,0.3,0.09,318.84,Morning,Medium,Normal Operation,7.24,180.0,23.0,79.0,10.0,November,4,Short Rains,0
2024-11-23,4.34,113271.0,56367.0,86778.0,18727.0,3.17,0.36,0.1,356.67,Morning,Medium,Normal Operation,7.07,180.0,29.0,87.0,14.0,November,4,Short Rains,0
2024-11-24,4.31,100484.0,50217.0,88745.0,19077.0,3.48,0.44,0.13,349.95,Afternoon,Medium,Normal Operation,7.12,180.0,27.0,95.0,13.0,November,4,Short Rains,0
2024-11-25,4.31,122199.0,57491.0,96657.0,14166.0,2.93,0.3,0.06,322.53,Morning,Low,Normal Operation,7.09,40.0,7.0,95.0,18.0,November,4,Short Rains,1
2024-11-26,4.2,133369.0,67900.0,72816.0,14917.0,3.09,0.42,0.1,402.37,Morning,Low,Maintenance,7.23,180.0,31.0,101.0,16.0,November,4,Short Rains,0
2024-11-27,4.04,129625.0,60744.0,101865.0,24296.0,3.19,0.44,0.11,356.23,Night,Medium,Normal Operation,7.24,180.0,42.0,87.0,12.0,November,4,Short Rains,0
2024-11-28,4.21,112439.0,54325.0,90654.0,15427.0,3.26,0.3,0.1,319.04,Morning,Low,Normal Operation,7.11,49.0,8.0,74.0,7.0,November,4,Short Rains,1
2024-11-29,4.08,132889.0,71162.0,86297.0,23797.0,3.24,0.26,0.13,431.82,Night,Medium,Normal Operation,7.07,180.0,26.0,81.0,21.0,November,4,Short Rains,0
2024-11-30,4.38,116784.0,54971.0,89197.0,17149.0,3.37,0.37,0.1,369.8,Afternoon,High,Normal Operation,7.26,180.0,35.0,99.0,9.0,November,4,Short Rains,0
2024-12-01,4.17,110955.0,50719.0,89662.0,18008.0,3.54,0.32,0.1,348.41,Night,Medium,Normal Operation,7.23,180.0,24.0,123.0,14.0,December,4,Dry Season,0
2024-12-02,4.05,107639.0,49180.0,74419.0,21746.0,3.36,0.46,0.11,285.41,Morning,Medium,Normal Operation,7.48,92.0,20.0,100.0,13.0,December,4,Dry Season,1
2024-12-03,4.14,111370.0,60594.0,103454.0,22452.0,3.38,0.35,0.1,382.62,Morning,High,Normal Operation,7.23,180.0,33.0,135.0,11.0,December,4,Dry Season,0
2024-12-04,4.27,110342.0,55247.0,90372.0,17612.0,2.57,0.3,0.09,356.64,Afternoon,Low,Normal Operation,7.32,96.0,21.0,104.0,12.0,December,4,Dry Season,1
2024-12-05,4.1,117045.0,57462.0,93987.0,16641.0,3.22,0.28,0.11,361.02,Morning,Medium,Normal Operation,7.06,82.0,16.0,120.0,5.0,December,4,Dry Season,1
2024-12-06,4.05,116927.0,62098.0,98564.0,17804.0,3.39,0.42,0.09,381.97,Morning,Medium,Normal Operation,7.04,79.0,18.0,99.0,7.0,December,4,Dry Season,1
2024-12-07,4.24,115037.0,61382.0,80810.0,19183.0,3.49,0.32,0.09,355.27,Morning,High,Normal Operation,7.11,180.0,40.0,110.0,15.0,December,4,Dry Season,0
2024-12-08,4.24,120243.0,58104.0,94261.0,21120.0,2.92,0.35,0.09,362.12,Morning,High,Normal Operation,7.3,180.0,21.0,98.0,22.0,December,4,Dry Season,0
2024-12-09,4.11,129288.0,67147.0,87591.0,18015.0,2.94,0.41,0.13,409.72,Morning,High,Normal Operation,7.37,180.0,31.0,100.0,14.0,December,4,Dry Season,0
2024-12-10,4.12,126395.0,66624.0,97621.0,20166.0,2.97,0.32,0.05,445.94,Night,High,Normal Operation,7.07,180.0,34.0,86.0,9.0,December,4,Dry Season,0
2024-12-11,4.24,97181.0,50094.0,70855.0,23734.0,3.41,0.35,0.11,332.89,Morning,Low,Normal Operation,7.18,180.0,37.0,93.0,4.0,December,4,Dry Season,0
2024-12-12,3.94,90000.0,41864.0,89108.0,19335.0,3.61,0.35,0.1,238.67,Morning,Low,Normal Operation,7.12,40.0,9.0,92.0,16.0,December,4,Dry Season,1
2024-12-13,3.95,126212.0,67850.0,84575.0,19091.0,3.04,0.39,0.07,382.18,Afternoon,Medium,Normal Operation,6.96,180.0,40.0,97.0,11.0,December,4,Dry Season,0
2024-12-14,4.07,98597.0,49684.0,93890.0,12684.0,3.56,0.39,0.11,340.94,Night,Low,Normal Operation,7.34,180.0,32.0,144.0,14.0,December,4,Dry Season,0
2024-12-15,4.16,112303.0,53709.0,94230.0,12000.0,3.25,0.34,0.11,338.54,Morning,Medium,Normal Operation,7.23,55.0,7.0,95.0,15.0,December,4,Dry Season,1
2024-12-16,4.26,100959.0,49724.0,83631.0,19359.0,3.15,0.35,0.11,337.46,Morning,Medium,Maintenance,7.19,180.0,28.0,94.0,13.0,December,4,Dry Season,0
2024-12-17,4.47,93376.0,42370.0,83590.0,17668.0,3.12,0.33,0.05,236.73,Afternoon,Low,Maintenance,7.02,180.0,34.0,107.0,13.0,December,4,Dry Season,0
2024-12-18,4.35,121498.0,56227.0,89004.0,16198.0,3.5,0.26,0.13,353.66,Night,High,Normal Operation,7.44,180.0,34.0,96.0,15.0,December,4,Dry Season,0
2024-12-19,4.17,124110.0,65351.0,81930.0,18852.0,3.33,0.37,0.09,412.31,Night,Low,Normal Operation,7.16,180.0,20.0,99.0,13.0,December,4,Dry Season,0
2024-12-20,4.2,108082.0,48637.0,97578.0,17789.0,4.11,0.46,0.11,330.3,Afternoon,Medium,Normal Operation,7.4,180.0,30.0,73.0,10.0,December,4,Dry Season,0
2024-12-21,4.02,90000.0,44249.0,86677.0,21947.0,2.86,0.3,0.11,249.85,Morning,Medium,Normal Operation,6.97,180.0,25.0,92.0,6.0,December,4,Dry Season,0
2024-12-22,4.2,108445.0,54467.0,70000.0,18301.0,3.41,0.3,0.08,319.21,Afternoon,Medium,Normal Operation,7.21,180.0,40.0,103.0,2.0,December,4,Dry Season,0
2024-12-23,4.15,119702.0,54520.0,86627.0,15386.0,2.99,0.3,0.11,333.11,Morning,Medium,Normal Operation,7.2,118.0,16.0,85.0,12.0,December,4,Dry Season,0
2024-12-24,4.26,97253.0,53227.0,80653.0,21466.0,2.85,0.39,0.09,361.88,Afternoon,Low,Normal Operation,7.19,77.0,17.0,109.0,23.0,December,4,Dry Season,1
2024-12-25,4.05,117200.0,55390.0,75319.0,17240.0,3.2,0.38,0.06,382.65,Afternoon,Medium,Normal Operation,7.22,180.0,31.0,62.0,14.0,December,4,Dry Season,0
2024-12-26,4.29,114816.0,55160.0,78863.0,19843.0,3.25,0.34,0.12,385.52,Night,High,Normal Operation,7.27,180.0,31.0,83.0,14.0,December,4,Dry Season,0
2024-12-27,4.48,121951.0,58585.0,90985.0,16329.0,4.37,0.29,0.08,406.51,Morning,High,Normal Operation,7.24,180.0,40.0,95.0,8.0,December,4,Dry Season,0
2024-12-28,4.18,116435.0,55079.0,101958.0,15726.0,3.13,0.36,0.08,303.42,Morning,Medium,Normal Operation,7.21,88.0,14.0,67.0,14.0,December,4,Dry Season,1
2024-12-29,4.27,103323.0,46511.0,92819.0,18295.0,2.75,0.26,0.09,259.14,Afternoon,Medium,Normal Operation,7.15,180.0,26.0,66.0,10.0,December,4,Dry Season,0
2024-12-30,4.32,129359.0,67646.0,84541.0,18045.0,3.31,0.36,0.11,387.03,Afternoon,Medium,Normal Operation,7.24,180.0,23.0,87.0,14.0,December,4,Dry Season,0
2024-12-31,4.13,113098.0,61829.0,94103.0,19679.0,2.5,0.4,0.1,372.41,Night,High,Normal Operation,7.1,180.0,34.0,109.0,11.0,December,4,Dry Season,0
2025-01-01,4.24,114672.0,54175.0,85868.0,17060.0,3.16,0.27,0.11,365.4,Morning,Medium,Normal Operation,7.04,139.0,27.0,124.0,5.0,January,1,Dry Season,0
2025-01-02,4.2,103801.0,53593.0,83749.0,12000.0,3.21,0.26,0.07,366.52,Morning,Medium,Normal Operation,7.04,115.0,16.0,78.0,8.0,January,1,Dry Season,0
2025-01-03,4.22,109681.0,57493.0,79611.0,16485.0,3.52,0.44,0.09,332.33,Afternoon,High,Normal Operation,6.98,180.0,37.0,107.0,4.0,January,1,Dry Season,0
2025-01-04,4.06,104382.0,55828.0,74234.0,20778.0,3.59,0.31,0.1,358.95,Morning,Medium,Maintenance,7.36,180.0,23.0,106.0,6.0,January,1,Dry Season,0
2025-01-05,4.2,112925.0,55589.0,86491.0,16959.0,3.0,0.42,0.14,382.23,Night,Low,Normal Operation,7.27,180.0,37.0,114.0,15.0,January,1,Dry Season,0
2025-01-06,4.29,135541.0,65099.0,91422.0,17138.0,3.14,0.34,0.1,403.33,Afternoon,Medium,Normal Operation,7.29,180.0,35.0,94.0,10.0,January,1,Dry Season,0
2025-01-07,4.46,98537.0,47547.0,89130.0,21452.0,2.89,0.34,0.12,268.89,Night,Low,Normal Operation,7.19,180.0,40.0,58.0,2.0,January,1,Dry Season,0
2025-01-08,4.37,95637.0,49852.0,86256.0,15508.0,2.75,0.38,0.1,308.42,Afternoon,Medium,Maintenance,6.88,180.0,41.0,93.0,15.0,January,1,Dry Season,0
2025-01-09,4.59,132654.0,70529.0,81488.0,12600.0,3.32,0.3,0.09,427.67,Night,Medium,Normal Operation,7.1,180.0,31.0,72.0,4.0,January,1,Dry Season,0
2025-01-10,4.06,112488.0,52663.0,95474.0,17438.0,2.69,0.36,0.1,335.28,Morning,High,Normal Operation,7.14,180.0,30.0,89.0,14.0,January,1,Dry Season,0
2025-01-11,4.36,106971.0,52105.0,78146.0,16305.0,3.03,0.33,0.1,320.86,Night,Medium,Normal Operation,7.19,180.0,37.0,87.0,12.0,January,1,Dry Season,0
2025-01-12,4.23,127479.0,68863.0,96984.0,14618.0,2.8,0.27,0.11,380.54,Morning,Medium,Maintenance,7.11,180.0,28.0,92.0,24.0,January,1,Dry Season,0
2025-01-13,4.59,107733.0,57170.0,80980.0,17386.0,3.42,0.37,0.13,399.68,Afternoon,Low,Normal Operation,7.28,77.0,11.0,109.0,12.0,January,1,Dry Season,1
2025-01-14,4.05,136912.0,75094.0,83228.0,19720.0,3.92,0.33,0.11,474.24,Morning,High,Normal Operation,7.31,180.0,20.0,107.0,10.0,January,1,Dry Season,0
2025-01-15,4.05,123135.0,64698.0,76799.0,17967.0,2.68,0.34,0.12,401.8,Afternoon,Low,Normal Operation,7.14,69.0,15.0,95.0,9.0,January,1,Dry Season,1
2025-01-16,4.09,109145.0,53407.0,85487.0,19074.0,2.5,0.28,0.08,370.21,Morning,Medium,Maintenance,7.02,180.0,30.0,112.0,20.0,January,1,Dry Season,0
2025-01-17,3.82,140000.0,71269.0,98778.0,24347.0,3.15,0.45,0.09,408.64,Morning,Low,Normal Operation,7.31,180.0,23.0,101.0,7.0,January,1,Dry Season,0
2025-01-18,4.11,107731.0,55600.0,94641.0,16800.0,3.21,0.4,0.09,321.58,Night,High,Normal Operation,7.15,180.0,17.0,112.0,14.0,January,1,Dry Season,0
2025-01-19,4.06,123905.0,56729.0,98806.0,18974.0,3.29,0.41,0.11,380.77,Morning,Medium,Normal Operation,7.05,144.0,29.0,95.0,12.0,January,1,Dry Season,0
2025-01-20,4.23,118592.0,59823.0,94699.0,16218.0,3.02,0.33,0.09,352.43,Night,Medium,Normal Operation,7.08,180.0,17.0,86.0,9.0,January,1,Dry Season,0
2025-01-21,4.26,130621.0,68045.0,80067.0,15038.0,3.12,0.25,0.11,455.82,Night,Medium,Normal Operation,7.15,180.0,37.0,84.0,16.0,January,1,Dry Season,0
2025-01-22,4.54,133738.0,62420.0,87023.0,15953.0,3.35,0.47,0.08,368.73,Morning,High,Maintenance,7.34,180.0,27.0,88.0,14.0,January,1,Dry Season,0
2025-01-23,4.37,115384.0,60930.0,82978.0,16324.0,3.62,0.35,0.1,338.15,Afternoon,Medium,Normal Operation,7.26,180.0,36.0,94.0,16.0,January,1,Dry Season,0
2025-01-24,4.1,105959.0,53867.0,101975.0,19258.0,2.5,0.31,0.11,338.04,Morning,Medium,Normal Operation,7.07,51.0,6.0,74.0,15.0,January,1,Dry Season,1
2025-01-25,4.04,120520.0,65710.0,79229.0,25000.0,3.05,0.38,0.06,380.79,Morning,High,Normal Operation,7.03,180.0,22.0,104.0,15.0,January,1,Dry Season,0
2025-01-26,4.29,106867.0,48544.0,98043.0,15494.0,3.29,0.42,0.14,322.17,Afternoon,High,Normal Operation,7.31,180.0,27.0,69.0,15.0,January,1,Dry Season,0
2025-01-27,3.96,139161.0,66315.0,98037.0,16542.0,2.83,0.35,0.09,428.51,Night,Medium,Normal Operation,7.07,180.0,29.0,93.0,10.0,January,1,Dry Season,0
2025-01-28,4.53,116638.0,59504.0,106467.0,17779.0,3.89,0.43,0.06,409.71,Morning,High,Normal Operation,7.29,180.0,38.0,114.0,12.0,January,1,Dry Season,0
2025-01-29,4.41,110616.0,53058.0,86313.0,19385.0,2.95,0.41,0.1,354.13,Afternoon,Low,Normal Operation,7.34,110.0,20.0,95.0,9.0,January,1,Dry Season,0
2025-01-30,4.12,117216.0,61121.0,96411.0,18922.0,3.18,0.29,0.1,352.74,Afternoon,Medium,Normal Operation,7.26,180.0,22.0,114.0,9.0,January,1,Dry Season,0
2025-01-31,3.89,98834.0,51977.0,110000.0,22494.0,3.42,0.31,0.1,348.26,Night,High,Normal Operation,7.04,180.0,21.0,76.0,10.0,January,1,Dry Season,0
2025-02-01,4.44,103341.0,47563.0,84441.0,12000.0,2.96,0.41,0.12,307.38,Morning,Medium,Normal Operation,6.95,97.0,18.0,71.0,15.0,February,1,Dry Season,1
2025-02-02,4.18,129405.0,64882.0,76185.0,12000.0,2.5,0.2,0.11,421.95,Afternoon,Medium,Maintenance,7.09,180.0,25.0,74.0,13.0,February,1,Dry Season,0
2025-02-03,4.42,107117.0,53654.0,73080.0,16264.0,3.03,0.34,0.11,362.08,Afternoon,Medium,Normal Operation,7.03,180.0,32.0,117.0,16.0,February,1,Dry Season,0
2025-02-04,3.91,102437.0,49879.0,96414.0,21841.0,3.61,0.26,0.11,317.27,Afternoon,Medium,Normal Operation,7.34,180.0,43.0,82.0,11.0,February,1,Dry Season,0
2025-02-05,4.09,121440.0,65977.0,73052.0,12520.0,3.07,0.32,0.1,408.99,Night,Medium,Normal Operation,7.18,180.0,28.0,108.0,19.0,February,1,Dry Season,0
2025-02-06,4.2,129228.0,68847.0,86649.0,12000.0,2.86,0.33,0.14,444.4,Night,Medium,Normal Operation,7.17,180.0,34.0,71.0,10.0,February,1,Dry Season,0
2025-02-07,4.21,123627.0,64252.0,93936.0,19999.0,3.57,0.33,0.07,382.1,Morning,High,Normal Operation,7.17,180.0,28.0,117.0,8.0,February,1,Dry Season,0
2025-02-08,4.12,126953.0,66197.0,91667.0,18853.0,3.07,0.32,0.1,382.22,Afternoon,Medium,Normal Operation,7.39,180.0,45.0,129.0,10.0,February,1,Dry Season,0
2025-02-09,4.31,105918.0,52554.0,93829.0,14184.0,3.0,0.28,0.1,337.65,Morning,Low,Normal Operation,7.51,180.0,25.0,61.0,16.0,February,1,Dry Season,0
2025-02-10,4.01,97938.0,53092.0,92001.0,14551.0,3.26,0.49,0.12,310.63,Morning,High,Normal Operation,7.18,180.0,38.0,77.0,13.0,February,1,Dry Season,0
2025-02-11,4.17,133016.0,69096.0,101510.0,14606.0,3.51,0.46,0.08,388.31,Afternoon,Medium,Normal Operation,7.29,180.0,34.0,112.0,12.0,February,1,Dry Season,0
2025-02-12,4.22,111128.0,58109.0,81429.0,18387.0,4.15,0.28,0.07,319.65,Morning,Low,Maintenance,7.35,180.0,28.0,95.0,8.0,February,1,Dry Season,0
2025-02-13,4.29,111990.0,60046.0,83907.0,15808.0,3.53,0.44,0.1,385.04,Afternoon,Low,Normal Operation,7.22,87.0,19.0,109.0,20.0,February,1,Dry Season,1
2025-02-14,4.33,130938.0,62511.0,83046.0,19729.0,3.66,0.33,0.11,377.77,Night,Medium,Maintenance,7.17,180.0,39.0,81.0,8.0,February,1,Dry Season,0
2025-02-15,4.0,121675.0,64574.0,97472.0,12000.0,3.0,0.36,0.13,428.02,Morning,Low,Normal Operation,7.04,180.0,33.0,127.0,6.0,February,1,Dry Season,0
2025-02-16,3.92,120471.0,56564.0,98104.0,15001.0,2.79,0.35,0.07,342.93,Night,Low,Normal Operation,7.0,180.0,26.0,98.0,18.0,February,1,Dry Season,0
2025-02-17,4.43,140000.0,67835.0,94061.0,14059.0,3.22,0.31,0.12,422.54,Afternoon,Medium,Normal Operation,7.25,180.0,25.0,70.0,13.0,February,1,Dry Season,0
2025-02-18,4.26,107278.0,51875.0,100651.0,17103.0,3.24,0.41,0.15,316.99,Afternoon,Medium,Normal Operation,7.14,180.0,29.0,99.0,13.0,February,1,Dry Season,0
2025-02-19,4.07,126134.0,69103.0,79398.0,16117.0,2.77,0.36,0.09,447.5,Night,Medium,Normal Operation,6.83,180.0,33.0,80.0,12.0,February,1,Dry Season,0
2025-02-20,4.48,115684.0,61967.0,105005.0,20792.0,3.13,0.32,0.07,373.92,Morning,High,Normal Operation,7.24,180.0,28.0,131.0,20.0,February,1,Dry Season,0
2025-02-21,4.22,118223.0,61490.0,103709.0,12000.0,3.36,0.27,0.09,427.09,Afternoon,High,Normal Operation,7.22,180.0,26.0,80.0,13.0,February,1,Dry Season,0
2025-02-22,4.41,133342.0,69698.0,96621.0,18159.0,3.34,0.3,0.1,481.21,Afternoon,Medium,Normal Operation,7.38,180.0,35.0,98.0,13.0,February,1,Dry Season,0
2025-02-23,4.21,121094.0,61299.0,106036.0,19954.0,3.4,0.25,0.11,415.12,Morning,Low,Maintenance,7.28,180.0,37.0,87.0,12.0,February,1,Dry Season,0
2025-02-24,4.57,121460.0,66160.0,75090.0,24498.0,3.32,0.35,0.09,455.21,Night,High,Normal Operation,7.04,180.0,32.0,83.0,12.0,February,1,Dry Season,0
2025-02-25,4.52,127870.0,63887.0,85280.0,16314.0,3.0,0.28,0.13,394.42,Night,Low,Normal Operation,6.9,180.0,25.0,57.0,19.0,February,1,Dry Season,0
2025-02-26,4.16,110621.0,53989.0,83382.0,19136.0,2.99,0.33,0.08,340.38,Morning,High,Normal Operation,7.08,180.0,44.0,99.0,12.0,February,1,Dry Season,0
2025-02-27,4.37,104929.0,48929.0,96493.0,12000.0,2.72,0.43,0.07,323.57,Morning,Low,Normal Operation,7.05,180.0,22.0,118.0,8.0,February,1,Dry Season,0
2025-02-28,4.32,102462.0,54164.0,80549.0,12000.0,3.91,0.42,0.12,354.46,Afternoon,High,Normal Operation,7.42,180.0,29.0,76.0,13.0,February,1,Dry Season,0
2025-03-01,4.45,91404.0,47845.0,96817.0,20957.0,3.21,0.35,0.05,327.07,Morning,Medium,Normal Operation,7.2,52.0,17.0,71.0,17.0,March,1,Long Rains,1
2025-03-02,4.03,139674.0,68222.0,102335.0,17981.0,3.11,0.34,0.1,448.53,Afternoon,Medium,Normal Operation,7.32,180.0,33.0,113.0,12.0,March,1,Long Rains,0
2025-03-03,4.32,101761.0,46049.0,96257.0,22125.0,2.83,0.46,0.15,322.2,Morning,Medium,Normal Operation,6.99,101.0,13.0,72.0,12.0,March,1,Long Rains,0
2025-03-04,4.39,112345.0,59981.0,92554.0,13193.0,4.37,0.38,0.1,361.25,Afternoon,Medium,Normal Operation,7.49,180.0,25.0,109.0,10.0,March,1,Long Rains,0
2025-03-05,3.88,111678.0,50383.0,81109.0,19820.0,2.77,0.33,0.08,340.06,Morning,Medium,Normal Operation,7.22,125.0,21.0,81.0,17.0,March,1,Long Rains,0
2025-03-06,3.99,118689.0,61762.0,82378.0,24541.0,3.03,0.26,0.1,404.32,Morning,Medium,Maintenance,6.93,180.0,33.0,71.0,11.0,March,1,Long Rains,0
2025-03-07,3.83,124789.0,68263.0,101247.0,19469.0,3.37,0.37,0.1,446.24,Afternoon,Medium,Normal Operation,7.38,180.0,39.0,92.0,9.0,March,1,Long Rains,0
2025-03-08,4.15,125326.0,61882.0,97014.0,18968.0,3.44,0.4,0.1,370.59,Afternoon,Low,Normal Operation,7.25,89.0,17.0,74.0,16.0,March,1,Long Rains,1
2025-03-09,4.33,108003.0,51139.0,89649.0,18030.0,3.58,0.31,0.11,341.53,Night,Low,Normal Operation,7.3,180.0,38.0,89.0,6.0,March,1,Long Rains,0
2025-03-10,4.47,112995.0,58812.0,86239.0,12502.0,3.92,0.37,0.08,402.9,Night,Medium,Normal Operation,7.2,180.0,33.0,99.0,20.0,March,1,Long Rains,0
2025-03-11,4.21,118391.0,62950.0,71768.0,22745.0,3.4,0.33,0.13,366.86,Morning,Low,Normal Operation,7.38,180.0,34.0,61.0,16.0,March,1,Long Rains,0
2025-03-12,4.49,112016.0,56528.0,80362.0,15862.0,2.78,0.34,0.1,363.94,Morning,Medium,Normal Operation,6.99,86.0,11.0,128.0,7.0,March,1,Long Rains,1
2025-03-13,3.95,134288.0,73416.0,107203.0,19766.0,3.1,0.2,0.11,446.97,Night,Low,Normal Operation,7.28,180.0,43.0,93.0,12.0,March,1,Long Rains,0
2025-03-14,3.89,120892.0,55026.0,78476.0,12529.0,3.32,0.34,0.09,384.32,Night,Medium,Maintenance,7.32,180.0,29.0,79.0,9.0,March,1,Long Rains,0
